Word,Abbreviation,Alt Abbreviation,Prime,Modifier -1,Modifier -2,Class,Definition,Create Date
Rest,REST,,,,,,,
Restart,RSTRT,,,,,,,
Restaurant,REST,,,,,,,
Restock,RESTK,,,,,,,
Restocking,RSTKG,,,,,,,
Restoration,RSTRN,,,,,,,
Restore,RSTOR,,,,,,,
Restrict,RSTR,,,,,,,
Restriction,RSTR,RSTR,,X,X,,"Restrictions such as Federal, State, Ground, Air etc. mostly for shipping orders.",
Restrictions,RSTR,RSTR,,X,X,,Plural of restriction (as defined in this document).,
Result,RSLT,RSLT,,X,X,,The outcome of a certain action or operation.,
Resume,RSUME,,,,,,,
Retail,RTL,RTL,,,X,,,
Retailer,RETLR,,,,,,,
Retain,RETAN,,,,,,,
Retardation,RTARD,,,,,,,
Retention,RETNT,,,,,,,
Retire,RETIRE,RETIRE,,X,X,,,
Retired,RETIRE,RETIRE,,X,X,,,
Retirement,RTRMT,,,,,,,
Retraining,RTRNG,,,,,,,
Retrieval,RTRVL,,,,,,,
Retrieve,RETRIEVE,,,,,,,
Retrieved,RETRIEVE,,,,,,,
Return,RTN,RTN,X,,,,,
Returned,RTN,RTN,,X,X,,Derivative of the verb.,
Revalidation,RVAL,,,,,,,
Revaluation,REVLU,,,,,,,
Revenue,REV,REV,,X,X,,Financial revenue,
Reversal,REVSL,,,,,,,
Reverse,REV,REV,,X,X,,,
Review,REV,REV,,X,X,,,
Revise,REVIS,,,,,,,
Revised,REVSD,,,,,,,
Revision,REVSN,,,,,,,
Reword,REWRD,,,,,,,
Rework,REWRK,,,,,,,
Ridge,RDG,,,,,,,
Rig,RIG,,,,,,,
Right,RIGHT,,,,,,,
Rightmost,RTMST,,,,,,,
RING,RING,,,,,,,
Risk,RISK,,,,,,,
River,RIV,,,,,,,
Road,RD,,,,,,,
Roadway,RDWY,,,,,,,
Rock,ROCK,,,,,,,
Rocky,ROCKY,,,,,,,
Rod,ROD,,,,,,,
Roll,ROLL,,,,,,,
Roof,ROOF,,,,,,,
Roofing,ROOFG,,,,,,,
Room,RM,,,,,,,
Root,ROOT,,,,,,,
Rotate,RTATE,,,,,,,
Round,RND,,,,,,,
Rounded,RNDED,,,,,,,
Rounding,RNDG,,,,,,,
Route,RTE,RTE,,X,X,,A predefined path as bus routes in a city.,
Routine,ROUTN,,,,,,,
Routing,ROUTG,,,,,,,
Royal,ROYL,,,,,,,
Royalty,RYLTY,,,,,,,
Rubber,RUBR,,,,,,,
Rule,RULE,,,x,x,,1/30/2020 changed from RUL to RULE per Gopal,
Rules,RULES,,,,,,,
Run,RUN,,,,,,,
Running,RUNNG,,,,,,,
Runs,RUNS,,,,,,,
Rural,RUR,RUR,,X,X,,Rural area as in a geography.,
Safe,SAFE,,,,,,,
Safety,SAFETY,,,,,,,
Salaried,SALRD,,,,,,,
Salary,SALRY,,,,,,,
Sale,SALE,,,,,,,
Sales,SALES,,,,,,,
Salesforce,SF,SF,X,X,X,,Symbol for Salesforce.com,
Salesman,SLSMN,,,,,,,
Salon,SALON,,,,,,,
Salt,SALT,,,,,,,
Salutation,SALUTE,SALUTE,,X,,,Usually associated with a person. For ex. Mr. Ms. etc.,
Salvage,SALVG,,,,,,,
Salvation,SLVTN,,,,,,,
Same,SAME,,,,,,,
Sams,WC,WC,,X,X,,Is WC meant Walmart Club?  Can we keep it as Sams for clarity.,
Sample,SMPLE,,,,,,,
Sandwich,SANDW,,,,,,,
Sanitary,SANIT,,,,,,,
Sanitation,SNITN,,,,,,,
Satellite,SATLT,,,,,,,
Satisfied,SATFD,,,,,,,
Satisfaction,SATFN,SATISFACTION,,X,X,,e.g. Driver Satisfaction Response Count,
Saturday,SAT,,,,,,,
Save,SAVE,,,,,,,
Saved,SAVED,,,,,,,
Saving,SAV,SAV,,X,X,,To hold back from spending.,
Savings,SAV,SAV,,X,X,,Plural,
Scale,SCALE,,,,,,,
Scaling,SCALG,,,,,,,
Scan,SCAN,SCAN,,X,X,,The physical operation of scanning something.,
Scanned ,SCAN,SCAN,,X,X,,Derivative of the verb.,
Scanned ,SCAN,SCAN,,X,X,,Derivative of the verb.,
Scanner,SCANR,,,,,,,
Scanning,SCAN,SCAN,,X,X,,Derivative of the verb.,
Scenario,SCENARIO,,,,,,,
Schedule,SCHED,SCHED,,X,,,,
Scheduled,SCHED,SCHED,,X,X,,Derivative of the verb,
Scheduler,SCHED,SCHED,,X,X,,Derivative of the verb,
Scheduling,SCHLG,,,,,,,
School,SCHL,,,,,,,
Science,SCI,,,,,,,
Score,SCORE,,,X,X,,,
Scrap,SCRAP,,,,,,,
Scratch,SCRCH,,,,,,,
Screen,SCR,,,,,,,
Seafood,SEAFD,,,,,,,
Seaman,SEAMN,,,,,,,
Search,SRCH,SRCH,,X,X,,A verb meaning to find.,
Search Engine,SE,SE,,X,X,,Search Engine as in GOOGLE.,
Search Engine Marketing,SEM,SEM,,X,X,,A method of marketing making use of the search engine to generate leads.,3/19/2018
Search Engine Optimization,SEO,SEO,,X,X,,A discipline of software engineering applied for the internet,
Seaside,SEASD,,,,,,,
Season,SEASN,,,,,,,
Seasonal,SESNL,,,,,,,
Seat,SEAT,,,,,,,
Seaway,SEAWY,,,,,,,
Second,SEC,SEC,,X,X,,Used for ranking.,
Secondary,SCNDRY,,,,,,,
Seconds,SEC,SEC,,X,X,,Used for ranking.,
Secretarial,SECL,,,,,,,
Secretary,SCTRY,,,,,,,
Secretary Of State,SOS,SOS,,X,X,,,
Section,SECT,,,,,,,
Sectional,SECTL,,,,,,,
secure,SECURE,,,,,,,
Security,SECUR,,,,,,,
Sediment,SEDMT,,,,,,,
Segment,SEG,SEG,,X,X,,,
Segments,SEGS,,,,,,,
Seismic,SEISM,,,,,,,
Select,SELCT,,,,,,,
Selected,SLCTD,,,,,,,
Selection,SLCTN,,,,,,,
SELF,SELF,,,,,,,
Sell,SELL,,,,,,,
Seller,SLR,SLR,,X,X,,,
Selling,SLR,SLR,,X,X,,,
Seminary,SMRY,,,,,,,
Senator,SEN,,,,,,,
Send,SEND,,,,,,,
Sender,SENDR,,,,,,,
Sending,SENDG,,,,,,,
Senior,SR,,,,,,,
Sensitivity,SENST,,,,,,,
Sensory,SNSRY,,,,,,,
Sent,SENT,,,,,,,
Separate,SEPRT,,,,,,,
Separator,SEPR,,,,,,,
September,SEP,,,,,,,
Septic,SPTC,,,,,,,
Sequence,SEQ,SEQ,,X,X,,,
Sequences,SEQS,,,,,,,
Sequential,SEQTL,,,,,,,
Sergeant,SGT,,,,,,,
Serial,SER,,,,,,,
Serial Shipping Container Code,SSCC,,,X,X,,,
Series,SER,,,,,,,
Served,SERVD,,,,,,,
Service,SVC,SVC,,X,,,Any service,
Service Level Agreement,SLA,SLA,,X,X,,"Used for level of service (e.g. Same day, 2-day, 3-day)  promised for a customer",
Services,SVCS,,,,,,,
Serving,SERVG,,,,,,,
Session,SESSN,SESSN,,X,,,,
Set,SET,,,,,,,
Settle,SETLE,,,,,,,
Settlement,SET,SET,,X,X,,Used in finance for settlement of terms and payments.,
Seven,7,,,,,,,
Seventh,7TH,,,,,,,
Seventy,70,,,,,,,
Several,SEVRL,,,,,,,
Severance,SVRNC,,,,,,,
Sewer,SWR,,,,,,,
Sewing,SEWG,,,,,,,
Sex,SEX,,,,,,,
Shade,SHAD,,,,,,,
Share,SHR,SHR,,X,,,The action to,
Shares,SHRS,,,,,,,
Sharing,SHR,SHR,,X,,,A derivative form of the verb,
Shear,SHEAR,,,,,,,
Sheet,SHEET,,,,,,,
Shelf,SHELF,,,,,,,
Shell,SHL,,,,,,,
Sheriff,SHERF,,,,,,,
Shield,SHLD,,,,,,,
Shift,SHFT,,,,,,,
Ship,SHIP,,,,,,,
Ship Confirmation,SHCNF,SHCNF,,X,X,,This is the name of a specific event in the Upgrade Downgrade process.,
Ship From Store,SFS,SFS,,X,X,,,
Ship Node,SHIP_NODE,SHIP_NODE,,X,X,,Ship Node; Also known as distributor in some systems.,
Shipbuilding,SHPBL,,,,,,,
Shipfromstore,SFS,SFS,,X,X,,,
Shipment,SHPMNT,SHPMNT,,X,,,Associated with the event when an item was shipped,
Shipped,SHPD,SHPD,,X,,,Identifies the event when an item left the facility,
Shipper,SHIPR,,,,,,,
Shippers,SHPRS,,,,,,,
Shipping,SHPG,SHPG,X,,,,,
Shoot,SHOOT,,,,,,,
Shooting,SHTNG,,,,,,,
Shop,SHOP,,,,,,,
Shop Order,SHOPO,,,,,,,
Shopper,SHOPPER,SHOPPER,,X,X,,,
Shore,SHOR,,,,,,,
Short,SHORT,SHORT,,,X,,Concise textual information that gives identifying information but does not necessarily identify an entity uniquely. For example; a short name for the weekdays or months.,
Shortage,SHORT,SHORT,,,X,,,
Shot,SHOT,,,,,,,
Showcase,SHWCS,,,,,,,
Shrinkage,SHRNK,,,,,,,
Shut,SHUT,,,,,,,
Sick,SICK,,,,,,,
Side,Side,Side,,X,X,,The face or view from a single dimension.,
Siding,SIDG,,,,,,,
Sign,SIGN,,,,,,,
Signature,SIG,,,,,,,
Signed,SIGND,,,,,,,
Silica,SILCA,,,,,,,
Silver,SLVR,,,,,,,
Silverware,SILWR,,,,,,,
Simulation,SIM,,,,,,,
Since,SINCE,,,,,,,
Single,SINGL,,,,,,,
Sister,SIS,,,,,,,
Site,SITE,SITE,X,X,,,An internet site or as in Site Analytics (User Behavior Insights).,
Site To Home,S2H,S2H,,X,X,,Site to Home method of order fulfillment,
Site To Store,S2S,S2S,,X,X,,Site to Store method of fulfilment,
Sites,SITES,,,,,,,
Sitetohome,S2H,S2H,,X,X,,Site to Home method of order fulfillment,
Sitetostore,S2S,S2S,,X,X,,Site to Store method of order fulfilment,
Six,SIX,,,,,,,
Sixth,6TH,,,,,,,
Size,SIZE,,,,,,,
Sizes,SIZE,,,,,,,
sizing,SIZE,,,,,,,
Skill,SKIL,,,,,,,
Skip,SKIP,,,,,,,
Skirt,SKIRT,,,,,,,
Slash,SLASH,,,,,,,
Slope,SLOPE,,,,,,,
Slot,SLOT,,,,,,,
Slow,SLOW,,,,,,,
Small,SM,SM,,X,X,,Small as in size.,
Smart,SMART,SMART,,X,X,,Smart as an adjective.,
Smelting,SMELT,,,,,,,
Smoke,SMOKE,,,,,,,
Smoked,SMOKD,,,,,,,
Smoking,SMOKG,,,,,,,
Smooth,SMTH,,,,,,,
Smoothed,SMTHD,,,,,,,
Social,SOCL,,,,,,,
Society,SCTY,,,,,,,
Soft,SOFT,,,,,,,
Software,SFTWR,,,,,,,
Solar,SLR,,,,,,,
Sold,SOLD,,,,,,,
Solicitor,SOLCR,,,,,,,
Solid,SLD,,,,,,,
Solution,SOLN,,,,,,,
Solvent,SOLVN,,,,,,,
Sort,SORT,,,,,,,
Sorted,SORTD,,,,,,,
Sorting,SORTG,,,,,,,
Sound,SOUND,,,,,,,
Sour,SOUR,,,,,,,
Source,SRC,SRC,,X,,,,
Sourcing,SRC,SRC,,X,X,,Can be used for Sourcing Engine such as MCSE,
South,S,,,,,,,
Southern,STHRN,,,,,,,
Southside,SSIDE,,,,,,,
Souvenir,SUV,,,,,,,
Space,SPACE,SPACE,,X,X,,,
Spacer,SPACR,,,,,,,
Spacing,SPACG,,,,,,,
Spare,SPARE,,,,,,,
Spark,SPARK,,,,,,,
Sparse,SPARS,,,,,,,
Spawn,SPAWN,,,,,,,
Speak,SPEAK,,,,,,,
Speaking,SPKG,,,,,,,
Special,SPL,SPL,,X,X,,,
Specialist,SPLST,,,,,,,
Specialty,SPLTY,,,,,,,
Specific,SPEC,SPEC,,X,X,,"Specifications, Specific, Special and derivatives",
Specification,SPEC,SPEC,,X,X,,,
Specified,SPCFD,,,,,,,
Specify,SPEC,,,,,,,
Spectrum,SPECT,,,,,,,
Speed,SPD,,,,,,,
Speedometer,SPDMT,,,,,,,
Speedy,SPDY,,,,,,,
Spheroid,SPHER,,,,,,,
Split,SPLIT,,,,,,,
Sponsor,SPON,,,,,,,
Sponsoring,SPONG,,,,,,,
Sponsors,SPNOR,,,,,,,
Spool,SPOOL,,,,,,,
Sport,SPRT,,,,,,,
Sporting,SPRTG,,,,,,,
Sportswear,SPRTW,,,,,,,
Spot,SPOT,,,,,,,
Spouse,SPOUSE,SPOUSE,,X,X,,,
Spout,SPOUT,,,,,,,
Spouts,SPOUT,,,,,,,
Spread,SPRD,,,,,,,
Spring,SPG,,,,,,,
Sprinkler,SPGLR,,,,,,,
Square,SQ,SQ,,X,X,,,
Squarefoot,SQF,,,,,,,
SquareMeter,SQM,,,,,,,
Stable,STBL,,,,,,,
Stack,STACK,,,,,,,
Stacking,STCKG,,,,,,,
Staff,STAF,,,,,,,
Stage,STG,STG,,X,X,,,
Staging,STG,STG,,X,X,,,
Stainless,STNLS,,,,,,,
Stamp,STMP,,,,,,,
Stamping,STMPG,,,,,,,
Standard,STD,STD,,X,X,,An accepted norm.,
Staple,STPL,,,,,,,
Start,START,START,,X,,,The beginning date for an event.,
Started,STRTD,,,,,,,
Starting,STRTG,,,,,,,
State,ST,ST,,X,X,,A geographic region,
Statement,STMT,,,,,,,
Statements,STMTS,,,,,,,
Station,STN,,,,,,,
Stationary,STARY,,,,,,,
Stationer,STANR,,,,,,,
Statistic,STAT,,,,,,,
Statistical,STAT,,,,,,,
Statistics,STATS,,,,,,,
Status,STATUS,STS,,X,,,,
Steak,STEAK,,,,,,,
Steam,STM,,,,,,,
Steel,STL,,,,,,,
Step,STEP,,,,,,,
Steps,STEPS,,,,,,,
Stereo,STER,,,,,,,
Sterling,STRLG,,,,,,,
Still,STILL,,,,,,,
Stock,STK,,,,,,,
Stock Keeping Unit,SKU,SKU,,X,X,,,3/19/2018
Stock Keeping Unit Set,SKUST,SKUST,,X,X,,A grouping of SKU.,3/19/2018
Stockholder,STKHD,,,,,,,
Stockyard,STKYD,,,,,,,
Stone,STONE,,,,,,,
Stool,STOOL,,,,,,,
Stop,STOP,,,,,,,
Storage,STRG,STRG,,X,,,,
Store,STORE,STORE,X,,,,Stores,
Store Level Availability Program,SLAP,SLAP,X,X,X,,,
Store Only Item,SOI,SOI,,X,X,,Products sold only in stores.,
Stored,STRD,,,,,,,
Storefront,Storefront,Storefront,X,X,X,,A physical or online store,
Storekeeper,STRKP,,,,,,,
Straight,STRAT,,,,,,,
Strategic,STRTG,,,,,,,
Strategic Business Unit,SBU,,,X,X,,,
Stream,STRM,,,,,,,
Street,ST,STREET,,,,,,
Stress,STRESS,STRESS,,X,X,,"Duress, strain.",
Stressed,STRESS,STRESS,,X,X,,Derivative of the verb.,
String,STRNG,,,,,,,
Strip,STRIP,,,,,,,
Stripper,STRPR,,,,,,,
Stroke,STROK,,,,,,,
Structural,STRL,,,,,,,
Structure,STRUC,,,,,,,
Structured,STRCD,,,,,,,
Stub,STUB,,,,,,,
Student,STDNT,,,,,,,
Studio,STD,,,,,,,
Study,STDY,,,,,,,
Stuff,STFF,,,,,,,
Style,STYL,,,,,,,
Styling,STYLG,,,,,,,
Stylist,STYST,,,,,,,
Sub,SUB,,,,,,,
Sub Division,SUBDIV,,,,,,,
Subcategory,SUBCATG,SUBCATG,,,,,,
Subcenter,SUBCNTR,SUBCNTR,,X,X,,,
Subclass,SUBCLASS,,,,,,,
Subcontract,SBCTR,,,,,,,
Subcontractor,SCNTR,,,,,,,
Subject,SUBJ,,,,,,,
Sublease,SUBLS,,,,,,,
Submit,SUBMT,,,,,,,
Submitted,SBMTD,,,,,,,
Submodule,SBMOD,,,,,,,
Subnormal,SBNRM,,,,,,,
Subordinate,SUBOR,,,,,,,
Subperiod,SUBPD,,,,,,,
Subscriber,SUBSCR,SUBSCR,,X,,,"Subscriber, subscription etc. to a service or the entity itself.",
Subscribe,SUBSCR,SUBSCR,,X,,,Subscribe to a product feature,
Subscript,SBSCT,,,,,,,
Subscription,SUBSCR,SUBSCR,,X,X,,Derivative of subscribe,
Subscripts,SBSCR,,,,,,,
Subsequent,SUBSQ,,,,,,,
Subset,SUBST,,,,,,,
Subsidiary,SUBSD,,,,,,,
Substance,SUBSTANCE,,,,,,,
Substitute,SUB,SUB,,X,X,,In place of,
Substituted,SUBD,SUBD,,X,X,,In place of,
Substitution,SUBST,,,,,,,
Subsystem,SUBSY,,,,,,,
Subtotal,SUBTOT,SUBTOT,,X,X,,Sub-total.  An intermediate result,
Subtype,SUBTYPE,,,,,,,
Suburban,SUBN,,,,,,,
Subway,SBWY,,,,,,,
Success,SUCC,SUCC,,X,X,,,
Successful,SUCC,SUCC,,X,X,,,
Suffix,SFX,,,,,,,
Suggest,SUG,,,,,,,
Suggested,SUGG,SUGG,,X,X,,,
Suggestion,SUGTN,,,,,,,
Suite,STE,STE,,X,X,,Suite or group as used in software applications.,
Sulfate,SULFR,,,,,,,
Sulfur,SULFR,,,,,,,
Sum,SUM,,,,,,,
Summarization,SUMN,,,,,,,
Summary,SUMM,SUMM,,,X,,Summary of measures for some entity. Usually used in the context of some unit of time such as DLY; WKLY; QTRLY; YLY etc.,
Summation,SUMN,,,,,,,
Summit,SMT,,,,,,,
Sunday,SUN,,,,,,,
Sundries,SUNDR,,,,,,,
Sundry,SNDRY,,,,,,,
Sunrise,SNRIS,,,,,,,
Sunset,SNSET,,,,,,,
Sunshine,SNSHN,,,,,,,
Super,SUP,SUP,,X,X,,,
Superintendent,SUPT,,,,,,,
Superior,SUPR,,,,,,,
Supermarket,SPRMK,,,,,,,
Superordinate,SUPR,,,,,,,
Supervising,SUPVG,,,,,,,
Supervision,SUPVN,,,,,,,
Supervisor,SUPVR,,,,,,,
Supervisory,SUPVY,,,,,,,
Supplement,SUPMT,,,,,,,
Supplemental,SPMTL,,,,,,,
Supplier,SUPPLIER,,,,,,,
Supplies,SUPLS,,,,,,,
Supply,SUPPLY,,,,,,,
Supply Chain,SC,SC,X,X,X,,"The subject of data about scheduling, receipts and moving of inventory through the supply chain.",
Supplying,SPLYG,,,,,,,
Support,SUPRT,,,,,,,
Supported,SUPTD,,,,,,,
Suppress,SUPPRS,SUPPRS,,X,X,,The act of forcibly holding back,
Suppression,SPRSN,,,,,,,
Supreme,SUPRM,,,,,,,
Surcharge,SURCH,SURCH,,X,X,,Surcharge - usually an additional cost,
Surface,SURFC,,,,,,,
Surgeon,SRGN,,,,,,,
Surgery,SRGY,,,,,,,
Surgical,SRGCL,,,,,,,
Surplus,SURPL,,,,,,,
Surrender,SURR,,,,,,,
Surrendered,SURRD,,,,,,,
Survey,SURVY,,,,,,,
Surveyor,SRVYR,,,,,,,
Suspend,SUSPEND,,,,,,,
Suspended,SUSPEND,,,,,,,
Suspense,SUSP,,,,,,,
Suspension,SPNSN,,,,,,,
Sweep,SWP,,,,,,,
Sweet,SWT,,,,,,,
Swing,SWING,,,,,,,
Switch,SWTCH,,,,,,,
Symbol,SYMBL,,,,,,,
Syndicate,SYNCT,,,,,,,
Synonym,SYNM,,,,,,,
Synthetic,SYNT,,,,,,,
System,SYS,,,,,,,
Tab,TAB,,,,,,,
Table,TBL,,,,,,,
Tables,TBLS,,,,,,,
Tabloid,TABLD,,,,,,,
Tabs,TABS,,,,,,,
Tabulation,TAB,,,,,,,
Tackle,TCKL,,,,,,,
Tag,TAG,,,,,,,
Tagged,TAGD,,,,,,,
Tailor,TLR,,,,,,,
Tailoring,TLRG,,,,,,,
Take,TAKE,,,,,,,
Taken,TAKN,,,,,,,
Tank,TANK,,,,,,,
Tanks,TANK,,,,,,,
Tanning,TANG,,,,,,,
Tape,TAPE,,,,,,,
Tapes,TAPES,,,,,,,
Target,TRGT,,,,,,,
Tariff,TARIF,,,,,,,
Task,TASK,,,,,,,
Tavern,TRVN,,,,,,,
Tax,TAX,,,,,,,
Taxable,TXBL,TXBL,,X,,,,
Taxes,TAXES,,,,,,,
Taxing,TAXG,,,,,,,
Taxonomy,TAXONOMY,TAXONOMY,,X,X,,Synoynm for hierarchical structures.,
Taxpayer,TXPYR,,,,,,,
Teacher,TEACH,,,,,,,
Technical,TECHL,,,,,,,
Technician,TECH,,,,,,,
Technique,TECHN,,,,,,,
Technological,TECNO,,,,,,,
Technologist,TECST,,,,,,,
Technology,TECGY,,,,,,,
Telecom,COMM,COMM,,X,X,,,
Telecommunication,TLCOM,,,,,,,
Telegraph,TELG,,,,,,,
Telemarketing,TLMKG,,,,,,,
Telephone,TEL,,,,,,,
Teletype,TLTYP,,,,,,,
Television,TV,,,,,,,
Telex,TLX,,,,,,,
Temperature,TEMPR,,,,,,,
Template,TMPL,TMPL,,X,X,,A standard base format for starting a task or job.,
Temple,TMPL,,,,,,,
Temporary,TEMP,,,,,,,
Ten,10,,,,,,,
Tenant,TENANT,TENANT,,X,X,,,
Tender,TNDR,,,,,,,
Tennis,TEN,,,,,,,
Tenth,10TH,,,,,,,
Tenure,TENURE,TENURE,,X,X,,,
Term,TERM,,,,,,,
Terminal,TRMNL,,,,,,,
Terminate,TERM,TERM,,X,X,,To end,
Terminated,TERM,TERM,,X,X,,To end,
Termination,TERMN,,,,,,,
Termite,TRMT,,,,,,,
Terms,TERM,,,,,,,
Terrace,TER,,,,,,,
Territory,TERR,,,,,,,
Tertiary,TERT,,,,,,,
Test,TEST,TEST,,X,X,,Test as in a deterministic exercise.,
Testing,TEST,TEST,,X,X,,Transitive form of the verb,
Tests,TEST,,,,,,,
Text,TXT,TXT,,,,X,"Freeform text or textual information which will be used verbatim on a label; report; screen.  E.g. ERR_TXT.  For description of any standard code, use 'DESC' as classword instead of 'TEXT'.",
Textile,TXTL,,,,,,,
Texture,TXTUR,,,,,,,
Than,THAN,,,,,,,
The,THE,,,,,,,
Theater,THTR,,,,,,,
Theatrical,THEA,,,,,,,
Theoretical,THEOR,,,,,,,
Therapeutic,THRPC,,,,,,,
Therapy,THRPY,,,,,,,
Thick,THICK,,,,,,,
Thickness,THICK,,,,,,,
Thing,THNG,,,,,,,
Third,3RD,,,,,,,
This,THIS,,,,,,,
This Year,TY,,,X,,,,
Thousand,THOU,,,,,,,
Thread,THREAD,THREAD,,X,X,,Email thread for example,
Three,3,,,,,,,
Threshold,THRSH,THRSH,,X,X,,"The bounding limit. For example, throttle threshold.",
Thrift,THRFT,,,,,,,
Through,THRU,,,,,,,
Thru,THRU,,,,,,,
Thruway,THRWY,,,,,,,
Thursday,THU,,,,,,,
Ticket,TKT,,,,,,,
Tie,TIE,,,,,,,
Tier,TIER,,,,,,,
Timber,TMBR,,,,,,,
Time,TM,TM,X,,,X,Clock time at which an event occurred expressed in hours; minutes and seconds or portions of these subdivisions of time._,
Timestamp,TS,TS,,,,X,Point in time at which something happened; existed; or is to happen. Time part is significant. Class word DATE may be used instead; but TS is preferred. Note however that if much analysis is expected we prefer separate DT and TM elements.  Prefer this classword to TS (timestamp).,
TimeZone,TZ,TZ,,X,X, ,Use code as classword e.g. TZ_CD,
Timing,TIME,,,,,,,
Tire,TIRE,,,,,,,
Tire and Lube Express,TLE,TLE,,X,X,,Tire and Lube Express is a service provided at the Store. ,
Title,TITLE,TITLE,,,X,,TITLE is similar to NAME but NAME is preferred for things that do not have multiple instances; like a person; whereas TITLE can be used for things that do have multiple instances; like a course (offered many different terms and sections) or a book (thousands of copies). Even though there are multiple people with the name,
Titles,TTLS,,,,,,,
TLOG,TLOG,,,,,,,
To,TO,,,,,,,
To Balance,WITTB,,,,,,,
Tobacco,TOBACCO,,,,,,,
Today,TODAY,,,,,,,
Toilet,TOILT,,,,,,,
Tolerance,TOL,,,,,,,
Ton,TON,,,,,,,
Tonnage,TONAG,,,,,,,
Tool,TOOL,,,,,,,
Top,TOP,,,,,,,
Total,TOT,TOT,,X,,,,
Totals,TOTS,,,,,,,
Tote,Tote,Tote,,X,X, ,  ,
Touch,TCH,,,,,,,
Tower,TWR,,,,,,,
Towing,TOWG,,,,,,,
Town,TWN,,,,,,,
Township,TWNSH,,,,,,,
Trace,TRACE,,,,,,,
Traces,TRACE,,,,,,,
Track,TRK,TRK,,X,X,,,
Trackable,TRKBL,TRKBL,,X,,,,
Tracked,TRKD,,,,,,,
Tracking,TRK,TRK,,X,X,,,
Tract,TRACT,,,,,,,
Tractor,TRCTR,,,,,,,
Trade,TRADE,,,,,,,
Tradesman,TRDMN,,,,,,,
Trading,TRDG,,,,,,,
Traffic,TRFC,,,,,,,
Trail,TRAIL,,,,,,,
Trailer,TRLR,TRLR,,X,X,,A vehicle attachment used for transporting goods.,
Trailing,TRALG,,,,,,,
Train,TRN,,,,,,,
Trainee,TRNEE,,,,,,,
Trainer,TRNR,,,,,,,
Training,TRNG,,,,,,,
Transact,XACT,,,,,,,
Transactable,TRNSCTBL,TRNSCTBL,,X,X,,,
Transaction,TRANS,TRANS,,X,,,,
Transactional,TRNSCTNL,,,X,X,,,
Transactions,TXNS,,,,,,,
Transfer,TRNSFR,TRNSFR,,X,,,,
Transferred,TFERD,,,,,,,
Transformer,TFRMR,,,,,,,
Transit,TRNST,TRNST,,X,X,,On the way. en route.,
Transition,TRNST,TRNST,,X,X,,Used in Transition Status e.g. From Open to Close,
Translated,TLATD,,,,,,,
Translation,TLATN,,,,,,,
Transmission,TRNSM,,,,,,,
Transmit,XMIT,XMIT,,X,X,,The event where an entity sends (something),
Transmittal,XMTAL,,,,,,,
Transmitted,XMIT,XMIT,,X,X,,Derivative of the verb transmit.,
Transmitting,XMITG,,,,,,,
Transport,TRNSP,,,,,,,
Transportation,TRNSP,,,,,,,
Transported,TRNSP,,,,,,,
Transshipment,TRNSH,,,,,,,
Trap,TRAP,,,,,,,
Travel,TVL,TVL,,X,X,,The act of moving from one point to another,
Travelers,TRVLR,,,,,,,
Travelled,TRVL,TRVL,,X,,,,
Tray,TRAY,,,,,,,
Treasure,TREAS,,,,,,,
Treasurer,TREAS,,,,,,,
Treasury,TRSRY,,,,,,,
Treatment,TRTMT,,,,,,,
Trend,TREND,,,,,,,
Trial,TRIAL,,,,,,,
Triangle,TRI,,,,,,,
Trinity,TRNTY,,,,,,,
Trip,TRIP,,,,,,,
Triple,TRPL,,,,,,,
Trooper,TRPR,,,,,,,
Trophy,TROPH,,,,,,,
Tropical,TRPCL,,,,,,,
Trouble,TRBL,TRBL,,X,X,,For use in Troubled inventory for example.,
Troubled,TRBL,TRBL,,X,X,,Derivative of trouble.,
Truck,RIG,,,,,,,
Trucker,TRKR,,,,,,,
Trucking,TRKG,,,,,,,
Trucks,TRKS,,,,,,,
Trunk,TRUNK,,,,,,,
Trust,TRST,,,,,,,
Trustee,TR,,,,,,,
Truth,TRUTH,,,,,,,
Tube,TUBE,,,,,,,
Tubing,TUBNG,,,,,,,
Tuesday,TUE,,,,,,,
Turnover,TNOVR,,,,,,,
Turnpike,TPKE,,,,,,,
Two,2,,,,,,,
Type,TYPE,TYPE,,X,,,,
Typesetter,TYPSR,,,,,,,
Typesetting,TYPSG,,,,,,,
Ultimate,ULTM,,,,,,,
Unabsorbed,UNASS,,,,,,,
Unapproved,UNAP,,,,,,,
Unassigned,UNASSGN,UNASSGN,,X,X,,,
Unbalanced,UNBAL,,,,,,,
Unbilled,UNBLD,,,,,,,
Unbranded,UNBRN,,,,,,,
Unchanged,UNCHG,,,,,,,
Unclaimed,UNCLA,,,,,,,
Uncorrected,UNCOR,,,,,,,
Undefined,UNDEF,,,,,,,
Under,UNDER,,,,,,,
Undergraduate,UGRAD,,,,,,,
Underground,UGRND,,,,,,,
Underscore,USCOR,,,,,,,
Underwriter,UWRTR,,,,,,,
Undeveloped,UNDEV,,,,,,,
Unemployment,UNEMP,,,,,,,
Unemployment Ins,UI,,,,,,,
Unidentified,UNID,,,,,,,
Uniform,UNFRM,,,,,,,
Union,UN,,,,,,,
Unique,UNIQ,UNIQ,,X,X,,Unique,
Unit,UNIT,,,,,,,
Unit Of Measure,UOM,UOM,,X,X,,,
